"subject" "activitiName" "instrument" "acceleration" "magnitude" "jerk" "variable" "average"
15 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.000971394711666667
15 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.136552217494583
15 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.222840497728368
15 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.404572065927083
15 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0859173841777778
15 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.648831703680556
15 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.327455420125
15 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.298507439246875
15 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.6975297378125
15 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.7710296659375
16 "LAYING" "accelerometer" "body" "NA" "NA" "mean" -0.461353752240333
16 "LAYING" "accelerometer" "body" "NA" "NA" "std" -0.958876656761905
16 "LAYING" "accelerometer" "body" "NA" "jerk" "mean" -0.478123739553702
16 "LAYING" "accelerometer" "body" "NA" "jerk" "std" -0.987463235738095
16 "LAYING" "accelerometer" "body" "magnitude" "NA" "mean" -0.964927578071429
16 "LAYING" "accelerometer" "body" "magnitude" "NA" "std" -0.958003911785714
16 "LAYING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.987932090857143
16 "LAYING" "accelerometer" "body" "magnitude" "jerk" "std" -0.987569081785714
16 "LAYING" "accelerometer" "gravity" "NA" "NA" "mean" 0.222391234585714
16 "LAYING" "accelerometer" "gravity" "NA" "NA" "std" -0.965911694571429
16 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.961834634857143
16 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.957895927714286
16 "LAYING" "gyroscope" "NA" "NA" "NA" "mean" -0.495191947104762
16 "LAYING" "gyroscope" "NA" "NA" "NA" "std" -0.977319266666667
16 "LAYING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0648873827671429
16 "LAYING" "gyroscope" "NA" "NA" "jerk" "std" -0.989782397714286
16 "LAYING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.961013369214286
16 "LAYING" "gyroscope" "NA" "magnitude" "NA" "std" -0.958997560142857
16 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.989767402
16 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.988135413285714
16 "SITTING" "accelerometer" "body" "NA" "NA" "mean" -0.454445728045169
16 "SITTING" "accelerometer" "body" "NA" "NA" "std" -0.958246591714976
16 "SITTING" "accelerometer" "body" "NA" "jerk" "mean" -0.480351068679155
16 "SITTING" "accelerometer" "body" "NA" "jerk" "std" -0.985885071618357
16 "SITTING" "accelerometer" "body" "magnitude" "NA" "mean" -0.960107580724638
16 "SITTING" "accelerometer" "body" "magnitude" "NA" "std" -0.941819743101449
16 "SITTING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.985720667536232
16 "SITTING" "accelerometer" "body" "magnitude" "jerk" "std" -0.98290294442029
16 "SITTING" "accelerometer" "gravity" "NA" "NA" "mean" 0.315045781358454
16 "SITTING" "accelerometer" "gravity" "NA" "NA" "std" -0.964665003922705
16 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.961879680724638
16 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.941051236086957
16 "SITTING" "gyroscope" "NA" "NA" "NA" "mean" -0.487427906539855
16 "SITTING" "gyroscope" "NA" "NA" "NA" "std" -0.966722244396135
16 "SITTING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0665315024821256
16 "SITTING" "gyroscope" "NA" "NA" "jerk" "std" -0.989523131400966
16 "SITTING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.950239188405797
16 "SITTING" "gyroscope" "NA" "magnitude" "NA" "std" -0.938402809855073
16 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.990903871304348
16 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.987883800797101
16 "STANDING" "accelerometer" "body" "NA" "NA" "mean" -0.460916913967735
16 "STANDING" "accelerometer" "body" "NA" "NA" "std" -0.966443206495726
16 "STANDING" "accelerometer" "body" "NA" "jerk" "mean" -0.479766392411049
16 "STANDING" "accelerometer" "body" "NA" "jerk" "std" -0.987743974978633
16 "STANDING" "accelerometer" "body" "magnitude" "NA" "mean" -0.970515691602564
16 "STANDING" "accelerometer" "body" "magnitude" "NA" "std" -0.957234033205128
16 "STANDING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.987853959871795
16 "STANDING" "accelerometer" "body" "magnitude" "jerk" "std" -0.986337133782051
16 "STANDING" "accelerometer" "gravity" "NA" "NA" "mean" 0.238987858897436
16 "STANDING" "accelerometer" "gravity" "NA" "NA" "std" -0.975158318803419
16 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.969948825128205
16 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.95729449448718
16 "STANDING" "gyroscope" "NA" "NA" "NA" "mean" -0.492043009635684
16 "STANDING" "gyroscope" "NA" "NA" "NA" "std" -0.97862068284188
16 "STANDING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0656796953948718
16 "STANDING" "gyroscope" "NA" "NA" "jerk" "std" -0.990796762264957
16 "STANDING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.973988405192308
16 "STANDING" "gyroscope" "NA" "magnitude" "NA" "std" -0.96384025224359
16 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.992010503012821
16 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.990741114102564
16 "WALKING" "accelerometer" "body" "NA" "NA" "mean" -0.135643887974542
16 "WALKING" "accelerometer" "body" "NA" "NA" "std" -0.303834093519608
16 "WALKING" "accelerometer" "body" "NA" "jerk" "mean" -0.204615757006863
16 "WALKING" "accelerometer" "body" "NA" "jerk" "std" -0.425863145
16 "WALKING" "accelerometer" "body" "magnitude" "NA" "mean" -0.334614968039216
16 "WALKING" "accelerometer" "body" "magnitude" "NA" "std" -0.53198012627451
16 "WALKING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.370711487058824
16 "WALKING" "accelerometer" "body" "magnitude" "jerk" "std" -0.422417159215686
16 "WALKING" "accelerometer" "gravity" "NA" "NA" "mean" 0.213935161496732
16 "WALKING" "accelerometer" "gravity" "NA" "NA" "std" -0.972547230588235
16 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.258766694117647
16 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.47180926745098
16 "WALKING" "gyroscope" "NA" "NA" "NA" "mean" -0.275211069053072
16 "WALKING" "gyroscope" "NA" "NA" "NA" "std" -0.55352613624183
16 "WALKING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0692012332235294
16 "WALKING" "gyroscope" "NA" "NA" "jerk" "std" -0.653130751699346
16 "WALKING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.577580236764706
16 "WALKING" "gyroscope" "NA" "magnitude" "NA" "std" -0.693107702941177
16 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.696112062058823
16 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.734267646176471
16 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "mean" 0.00197616250078014
16 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "std" 0.0151928058316312
16 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.106785803528723
16 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.23957836379461
16 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" 0.152555941067128
16 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" 0.0328850113606383
16 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.120237359515426
16 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.0851561121808511
16 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.211317554333333
16 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.941287284964539
16 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" 0.191079793587447
16 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" 0.119183740638298
16 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.213770290296454
16 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.49730707677305
16 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0739621336039716
16 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.582577092765957
16 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.399037183404255
16 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.451127581361702
16 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.590279893191489
16 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.614651009574468
16 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.160225796374379
16 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.220103669268627
16 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.241372658104248
16 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.519241649346405
16 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.302320034901961
16 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.376859668137255
16 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.479408383921569
16 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.506499184803922
16 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.122407327385621
16 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.929906857581699
16 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.233990331568627
16 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.334795080196078
16 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.275235157550327
16 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.486050225029412
16 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0686485745082353
16 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.733028085620915
16 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.469403621764706
16 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.525338184019608
16 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.762769397254902
16 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.811303777745098
17 "LAYING" "accelerometer" "body" "NA" "NA" "mean" -0.458080978123897
17 "LAYING" "accelerometer" "body" "NA" "NA" "std" -0.956096206737089
17 "LAYING" "accelerometer" "body" "NA" "jerk" "mean" -0.475705068823404
17 "LAYING" "accelerometer" "body" "NA" "jerk" "std" -0.981112313262911
17 "LAYING" "accelerometer" "body" "magnitude" "NA" "mean" -0.957033868732394
17 "LAYING" "accelerometer" "body" "magnitude" "NA" "std" -0.948650262605634
17 "LAYING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.980647473309859
17 "LAYING" "accelerometer" "body" "magnitude" "jerk" "std" -0.979891988380282
17 "LAYING" "accelerometer" "gravity" "NA" "NA" "mean" 0.394105494788732
17 "LAYING" "accelerometer" "gravity" "NA" "NA" "std" -0.95989815629108
17 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.953021411126761
17 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.948257993521127
17 "LAYING" "gyroscope" "NA" "NA" "NA" "mean" -0.488046056247662
17 "LAYING" "gyroscope" "NA" "NA" "NA" "std" -0.974961100093897
17 "LAYING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0662461943286385
17 "LAYING" "gyroscope" "NA" "NA" "jerk" "std" -0.984049894037559
17 "LAYING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.964873783239437
17 "LAYING" "gyroscope" "NA" "magnitude" "NA" "std" -0.959674668943662
17 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.984153968802817
17 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.982010779366197
17 "SITTING" "accelerometer" "body" "NA" "NA" "mean" -0.464860385800521
17 "SITTING" "accelerometer" "body" "NA" "NA" "std" -0.973233209947917
17 "SITTING" "accelerometer" "body" "NA" "jerk" "mean" -0.482095315597292
17 "SITTING" "accelerometer" "body" "NA" "jerk" "std" -0.991475681458333
17 "SITTING" "accelerometer" "body" "magnitude" "NA" "mean" -0.973187050703125
17 "SITTING" "accelerometer" "body" "magnitude" "NA" "std" -0.965232435390625
17 "SITTING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.9921209828125
17 "SITTING" "accelerometer" "body" "magnitude" "jerk" "std" -0.9908830628125
17 "SITTING" "accelerometer" "gravity" "NA" "NA" "mean" 0.268755064268229
17 "SITTING" "accelerometer" "gravity" "NA" "NA" "std" -0.971175789010417
17 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.97274734640625
17 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.96506519109375
17 "SITTING" "gyroscope" "NA" "NA" "NA" "mean" -0.497048419545052
17 "SITTING" "gyroscope" "NA" "NA" "NA" "std" -0.985216039401042
17 "SITTING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0621504804115625
17 "SITTING" "gyroscope" "NA" "NA" "jerk" "std" -0.994693025208333
17 "SITTING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.975273518359375
17 "SITTING" "gyroscope" "NA" "magnitude" "NA" "std" -0.97506055390625
17 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.9957696796875
17 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.9940356396875
17 "STANDING" "accelerometer" "body" "NA" "NA" "mean" -0.466038554625192
17 "STANDING" "accelerometer" "body" "NA" "NA" "std" -0.975758019316239
17 "STANDING" "accelerometer" "body" "NA" "jerk" "mean" -0.481890361188996
17 "STANDING" "accelerometer" "body" "NA" "jerk" "std" -0.990399732905983
17 "STANDING" "accelerometer" "body" "magnitude" "NA" "mean" -0.979301864807692
17 "STANDING" "accelerometer" "body" "magnitude" "NA" "std" -0.97544107525641
17 "STANDING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.990952776217949
17 "STANDING" "accelerometer" "body" "magnitude" "jerk" "std" -0.989917667435897
17 "STANDING" "accelerometer" "gravity" "NA" "NA" "mean" 0.148167990824786
17 "STANDING" "accelerometer" "gravity" "NA" "NA" "std" -0.976911201324786
17 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.977635981410256
17 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.975377309871795
17 "STANDING" "gyroscope" "NA" "NA" "NA" "mean" -0.49499166716735
17 "STANDING" "gyroscope" "NA" "NA" "NA" "std" -0.984082631452991
17 "STANDING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0654580590470085
17 "STANDING" "gyroscope" "NA" "NA" "jerk" "std" -0.991761401452991
17 "STANDING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.981237854038462
17 "STANDING" "gyroscope" "NA" "magnitude" "NA" "std" -0.977472128076923
17 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.993198456538462
17 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.992274710448718
17 "WALKING" "accelerometer" "body" "NA" "NA" "mean" -0.110798174424426
17 "WALKING" "accelerometer" "body" "NA" "NA" "std" -0.204286018797842
17 "WALKING" "accelerometer" "body" "NA" "jerk" "mean" -0.171066970963661
17 "WALKING" "accelerometer" "body" "NA" "jerk" "std" -0.319685252243716
17 "WALKING" "accelerometer" "body" "magnitude" "NA" "mean" -0.29026576557377
17 "WALKING" "accelerometer" "body" "magnitude" "NA" "std" -0.513500187295082
17 "WALKING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.318516080491803
17 "WALKING" "accelerometer" "body" "magnitude" "jerk" "std" -0.243452323204918
17 "WALKING" "accelerometer" "gravity" "NA" "NA" "mean" 0.185973012065574
17 "WALKING" "accelerometer" "gravity" "NA" "NA" "std" -0.968833267486339
17 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.151151487704918
17 "WALKING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.461837866885246
17 "WALKING" "gyroscope" "NA" "NA" "NA" "mean" -0.219029822753552
17 "WALKING" "gyroscope" "NA" "NA" "NA" "std" -0.450607938387978
17 "WALKING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0664216958218579
17 "WALKING" "gyroscope" "NA" "NA" "jerk" "std" -0.505307508196721
17 "WALKING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.426813947786885
17 "WALKING" "gyroscope" "NA" "magnitude" "NA" "std" -0.568907420655738
17 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.549939650163934
17 "WALKING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.530046985327869
17 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.0471732039801812
17 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.0294430335488043
17 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.161259842006993
17 "WALKING_DOWNSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.314613855917754
17 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" 0.103509577873478
17 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" 0.0147599995097826
17 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.205156046978261
17 "WALKING_DOWNSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.221557599911957
17 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.205592511478261
17 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.932566894782609
17 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" 0.148951103536087
17 "WALKING_DOWNSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" 0.0914076757326087
17 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.201729450114239
17 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.450286087135507
17 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0680640499694203
17 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.547239068623188
17 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.321040260784239
17 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.390777984456522
17 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.558837333913043
17 "WALKING_DOWNSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.617859347391304
17 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "mean" -0.0914576143961111
17 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "NA" "std" -0.0953296351955903
17 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "mean" -0.209184409266319
17 "WALKING_UPSTAIRS" "accelerometer" "body" "NA" "jerk" "std" -0.43875793484375
17 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "mean" -0.0815559354916667
17 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "NA" "std" -0.160135450495833
17 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "mean" -0.358766875520833
17 "WALKING_UPSTAIRS" "accelerometer" "body" "magnitude" "jerk" "std" -0.414147779166667
17 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "mean" 0.0904017827777778
17 "WALKING_UPSTAIRS" "accelerometer" "gravity" "NA" "NA" "std" -0.931864560694444
17 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.0128062276916667
17 "WALKING_UPSTAIRS" "accelerometer" "gravity" "magnitude" "NA" "std" -0.1028777303875
17 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "mean" -0.215184943715896
17 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "NA" "std" -0.417920531761458
17 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "mean" -0.0688177463886111
17 "WALKING_UPSTAIRS" "gyroscope" "NA" "NA" "jerk" "std" -0.631117798125
17 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "mean" -0.369629102983333
17 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "NA" "std" -0.468640919958333
17 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.653188127083333
17 "WALKING_UPSTAIRS" "gyroscope" "NA" "magnitude" "jerk" "std" -0.703233685625
18 "LAYING" "accelerometer" "body" "NA" "NA" "mean" -0.468182980420513
18 "LAYING" "accelerometer" "body" "NA" "NA" "std" -0.986106724307692
18 "LAYING" "accelerometer" "body" "NA" "jerk" "mean" -0.479316658562897
18 "LAYING" "accelerometer" "body" "NA" "jerk" "std" -0.987622059435897
18 "LAYING" "accelerometer" "body" "magnitude" "NA" "mean" -0.986622326769231
18 "LAYING" "accelerometer" "body" "magnitude" "NA" "std" -0.987056513538462
18 "LAYING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.988434979153846
18 "LAYING" "accelerometer" "body" "magnitude" "jerk" "std" -0.989618467153846
18 "LAYING" "accelerometer" "gravity" "NA" "NA" "mean" 0.368216737435897
18 "LAYING" "accelerometer" "gravity" "NA" "NA" "std" -0.989255586564103
18 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.986456241538462
18 "LAYING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.986464542615385
18 "LAYING" "gyroscope" "NA" "NA" "NA" "mean" -0.496367351215897
18 "LAYING" "gyroscope" "NA" "NA" "NA" "std" -0.987524008666667
18 "LAYING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0661243471589744
18 "LAYING" "gyroscope" "NA" "NA" "jerk" "std" -0.993066727333333
18 "LAYING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.982534969461539
18 "LAYING" "gyroscope" "NA" "magnitude" "NA" "std" -0.981014859769231
18 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.992498065076923
18 "LAYING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.992445507846154
18 "SITTING" "accelerometer" "body" "NA" "NA" "mean" -0.466697296159357
18 "SITTING" "accelerometer" "body" "NA" "NA" "std" -0.982076265409357
18 "SITTING" "accelerometer" "body" "NA" "jerk" "mean" -0.479650118444494
18 "SITTING" "accelerometer" "body" "NA" "jerk" "std" -0.98894266371345
18 "SITTING" "accelerometer" "body" "magnitude" "NA" "mean" -0.984227809473684
18 "SITTING" "accelerometer" "body" "magnitude" "NA" "std" -0.98191071877193
18 "SITTING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.990138325263158
18 "SITTING" "accelerometer" "body" "magnitude" "jerk" "std" -0.991101824210526
18 "SITTING" "accelerometer" "gravity" "NA" "NA" "mean" 0.400526787807018
18 "SITTING" "accelerometer" "gravity" "NA" "NA" "std" -0.985473144678363
18 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.983674151754386
18 "SITTING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.981595285964912
18 "SITTING" "gyroscope" "NA" "NA" "NA" "mean" -0.496460479103216
18 "SITTING" "gyroscope" "NA" "NA" "NA" "std" -0.986886426988304
18 "SITTING" "gyroscope" "NA" "NA" "jerk" "mean" -0.0624959743321637
18 "SITTING" "gyroscope" "NA" "NA" "jerk" "std" -0.993736225964912
18 "SITTING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.982085117105263
18 "SITTING" "gyroscope" "NA" "magnitude" "NA" "std" -0.981312654210526
18 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.994840813684211
18 "SITTING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.994918267631579
18 "STANDING" "accelerometer" "body" "NA" "NA" "mean" -0.462341961772831
18 "STANDING" "accelerometer" "body" "NA" "NA" "std" -0.968505724908676
18 "STANDING" "accelerometer" "body" "NA" "jerk" "mean" -0.477841149851815
18 "STANDING" "accelerometer" "body" "NA" "jerk" "std" -0.984985427465753
18 "STANDING" "accelerometer" "body" "magnitude" "NA" "mean" -0.974702570684931
18 "STANDING" "accelerometer" "body" "magnitude" "NA" "std" -0.972775199520548
18 "STANDING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.985476183424657
18 "STANDING" "accelerometer" "body" "magnitude" "jerk" "std" -0.98614632130137
18 "STANDING" "accelerometer" "gravity" "NA" "NA" "mean" 0.231596736082192
18 "STANDING" "accelerometer" "gravity" "NA" "NA" "std" -0.983883436164384
18 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "mean" -0.972607495342466
18 "STANDING" "accelerometer" "gravity" "magnitude" "NA" "std" -0.972285545479452
18 "STANDING" "gyroscope" "NA" "NA" "NA" "mean" -0.48962979488242
18 "STANDING" "gyroscope" "NA" "NA" "NA" "std" -0.971898156050228
18 "STANDING" "gyroscope" "NA" "NA" "jerk" "mean" -0.064204396347032
18 "STANDING" "gyroscope" "NA" "NA" "jerk" "std" -0.986460651598174
18 "STANDING" "gyroscope" "NA" "magnitude" "NA" "mean" -0.967679693082192
18 "STANDING" "gyroscope" "NA" "magnitude" "NA" "std" -0.959455287739726
18 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "mean" -0.988823311849315
18 "STANDING" "gyroscope" "NA" "magnitude" "jerk" "std" -0.988463565479452
18 "WALKING" "accelerometer" "body" "NA" "NA" "mean" -0.158830899804911
18 "WALKING" "accelerometer" "body" "NA" "NA" "std" -0.352760479863095
18 "WALKING" "accelerometer" "body" "NA" "jerk" "mean" -0.210356813947619
18 "WALKING" "accelerometer" "body" "NA" "jerk" "std" -0.447020932619048
18 "WALKING" "accelerometer" "body" "magnitude" "NA" "mean" -0.356147406071429
18 "WALKING" "accelerometer" "body" "magnitude" "NA" "std" -0.512954761160714
18 "WALKING" "accelerometer" "body" "magnitude" "jerk" "mean" -0.396653506696429
18 "WALKING" "accelerometer" "body" "magnitude" "jerk" "std" -0.434936073660714
18 "WALKING" "accelerometer" "gravity" "NA" "NA" "mean" 0.202872273755952
18 "WALKING" "accelerometer" "gravity" "NA" "NA" "std" -0.976935463452381
